Time,FIT101,LIT101,MV101,P101,P102,AIT201,AIT202,AIT203,FIT201,MV201,P201,P202,P203,P204,P205,P206,DPIT301,FIT301,LIT301,MV301,MV302,MV303,MV304,P301,P302,AIT401,AIT402,FIT401,LIT401,P401,P402,P403,P404,UV401,AIT501,AIT502,AIT503,AIT504,FIT501,FIT502,FIT503,FIT504,P501,P502,PIT501,PIT502,PIT503,FIT601,P601,P602,P603
2017-06-15 14:27:12,4.49,519.95,2,2,1,163.52,7.34,375.65,2.37,2,2,1,2,1,2,1,17.59,2.05,843.13,1,2,1,1,2,1,0,138.63,1.66,872.53,2,1,1,1,2,7.04,184.16,250.67,38.84,1.67,1.39,0.6,0.31,2,1,258.68,2.29,181.02,0.0,1,1,1
2017-06-15 14:27:50,4.5,537.61,2,2,1,163.45,6.78,403.41,2.37,2,2,1,1,1,2,1,17.57,2.05,846.46,1,2,1,1,2,1,0,138.66,1.67,874.7,2,1,1,1,2,7.04,183.88,251.15,38.95,1.67,1.36,0.6,0.31,2,1,258.59,2.26,181.09,0.0,1,1,1
2017-06-15 14:28:28,4.5,549.52,2,2,1,163.45,7.44,363.12,2.37,2,2,1,2,1,2,1,17.57,2.05,848.28,1,2,1,1,2,1,0,138.76,1.66,877.74,2,1,1,1,2,7.04,184.22,251.15,38.99,1.67,1.35,0.6,0.31,2,1,258.71,2.26,181.13,0.0,1,1,1
2017-06-15 14:29:06,4.51,564.9,2,2,1,163.45,7.18,382.75,2.38,2,2,1,2,1,2,1,17.54,2.05,851.0,1,2,1,1,2,1,0,138.4,1.66,880.57,2,1,1,1,2,7.04,183.77,251.76,38.99,1.67,1.37,0.6,0.31,2,1,258.45,2.31,180.88,0.0,1,1,1
2017-06-15 14:29:44,4.51,580.27,2,2,1,163.61,6.79,400.57,2.38,2,2,1,1,1,2,1,17.53,2.05,853.03,1,2,1,1,2,1,0,138.78,1.66,883.24,2,1,1,1,2,7.04,184.23,252.02,38.87,1.67,1.39,0.6,0.31,2,1,258.28,2.26,180.93,0.0,1,1,1
2017-06-15 14:30:22,4.5,599.4,2,2,1,163.48,7.51,358.07,2.38,2,2,1,2,1,2,1,17.59,2.05,856.27,1,2,1,1,2,1,0,139.04,1.67,886.48,2,1,1,1,2,7.04,184.52,252.47,38.84,1.67,1.38,0.6,0.31,2,1,258.52,2.26,181.0,0.0,1,1,1
2017-06-15 14:31:00,4.51,612.78,2,2,1,163.48,7.08,388.27,2.38,2,2,1,2,1,2,1,17.47,2.05,858.43,1,2,1,1,2,1,0,138.99,1.67,890.19,2,1,1,1,2,7.04,184.64,252.63,38.87,1.67,1.35,0.6,0.31,2,1,258.6,2.29,181.04,0.0,1,1,1
2017-06-15 14:31:38,4.5,627.42,2,2,1,163.48,6.79,398.83,2.38,2,2,1,1,1,2,1,17.59,2.05,860.13,1,2,1,1,2,1,0,139.04,1.66,891.73,2,1,1,1,2,7.04,184.77,252.92,39.22,1.67,1.38,0.6,0.31,2,1,258.56,2.29,180.85,0.0,1,1,1
2017-06-15 14:32:16,4.51,644.67,2,2,1,163.45,7.62,355.49,2.38,2,2,1,2,1,2,1,17.58,2.05,863.92,1,2,1,1,2,1,0,138.73,1.66,895.42,2,1,1,1,2,7.03,184.41,253.49,39.18,1.67,1.37,0.6,0.31,2,1,258.49,2.29,180.95,0.0,1,1,1
2017-06-15 14:32:54,4.51,658.47,2,2,1,163.52,7.04,389.53,2.38,2,2,1,2,1,2,1,17.7,2.05,867.53,1,2,1,1,2,1,0,139.07,1.66,899.23,2,1,1,1,2,7.03,184.85,254.01,39.18,1.67,1.35,0.6,0.31,2,1,258.49,2.31,181.01,0.0,1,1,1
2017-06-15 14:33:31,4.51,674.13,2,2,1,163.71,6.85,394.99,2.38,2,2,1,1,1,2,1,17.57,2.05,869.33,1,2,1,1,2,1,0,138.78,1.67,900.26,2,1,1,1,2,7.04,184.52,254.39,39.34,1.67,1.37,0.6,0.31,2,1,258.73,2.29,180.95,0.0,1,1,1
2017-06-15 14:34:09,4.5,690.0,2,2,1,163.71,7.58,358.46,2.38,2,2,1,2,1,2,1,17.59,2.05,872.56,1,2,1,1,2,1,0,139.17,1.66,903.22,2,1,1,1,2,7.03,184.77,254.8,39.61,1.68,1.38,0.6,0.31,2,1,258.64,2.29,181.16,0.0,1,1,1
2017-06-15 14:34:47,4.49,706.23,2,2,1,163.68,7.04,390.92,2.38,2,2,1,2,1,2,1,17.54,2.05,874.73,1,2,1,1,2,1,0,139.25,1.67,907.46,2,1,1,1,2,7.03,185.11,255.16,39.72,1.68,1.38,0.6,0.31,2,1,258.69,2.29,181.17,0.0,1,1,1
2017-06-15 14:35:25,4.52,720.03,2,2,1,163.68,6.89,391.78,2.38,2,2,1,1,1,2,1,17.48,2.05,876.78,1,2,1,1,2,1,0,139.2,1.67,906.55,2,1,1,1,2,7.03,185.0,255.61,39.64,1.68,1.37,0.6,0.31,2,1,258.52,2.29,181.09,0.0,1,1,1
2017-06-15 14:36:03,4.5,737.39,2,2,1,163.68,7.63,354.95,2.38,2,2,1,2,1,2,1,1.5,0.15,881.27,2,1,2,1,1,1,0,139.5,1.66,909.45,2,1,1,1,2,7.03,185.29,256.12,39.61,1.68,1.36,0.6,0.31,2,1,258.67,2.29,181.08,0.09,1,2,1
2017-06-15 14:36:41,4.5,755.55,2,2,1,163.68,6.95,394.56,2.38,2,2,1,2,1,2,1,0.58,0.31,900.59,1,1,2,1,1,1,0,138.94,1.66,898.02,2,1,1,1,2,7.03,184.77,256.6,39.99,1.68,1.36,0.6,0.31,2,1,258.52,2.39,181.08,0.44,1,1,1
2017-06-15 14:37:19,4.5,763.54,2,2,1,163.71,6.99,385.34,2.38,2,2,1,1,1,2,1,3.75,0.38,916.49,1,1,2,2,1,1,0,139.63,1.66,884.78,2,1,1,1,2,7.03,185.36,257.08,39.53,1.67,1.37,0.6,0.31,2,1,258.49,2.29,180.96,0.0,1,1,1
2017-06-15 14:37:57,4.5,781.65,2,2,1,163.84,7.51,360.29,2.38,2,2,1,2,1,2,1,9.46,2.06,928.73,1,1,1,2,2,1,0,139.42,1.66,874.7,2,1,1,1,2,7.03,185.22,256.86,39.76,1.67,1.35,0.6,0.31,2,1,258.51,2.29,181.03,0.0,1,1,1
2017-06-15 14:38:35,4.51,795.9,2,2,1,163.99,7.61,352.8,2.39,2,2,1,2,1,2,1,17.31,2.06,930.81,1,2,1,1,2,1,0,139.45,1.66,861.98,2,1,1,1,2,7.03,185.29,256.63,40.03,1.67,1.34,0.61,0.31,2,1,258.59,2.26,181.17,0.0,1,1,1
2017-06-15 14:39:13,0.0,803.42,1,2,1,164.16,7.74,344.66,2.39,2,2,1,2,1,2,1,17.37,2.06,933.45,1,2,1,1,2,1,0,139.55,1.66,863.37,2,1,1,1,2,7.03,185.36,256.7,39.76,1.67,1.38,0.6,0.31,2,1,258.54,2.26,181.04,0.0,1,1,1
2017-06-15 14:39:51,0.0,787.33,1,2,1,163.96,7.77,343.06,2.39,2,2,1,2,1,2,1,17.44,2.05,936.54,1,2,1,1,2,1,0,139.4,1.66,866.35,2,1,1,1,2,7.03,185.26,256.77,39.72,1.67,1.38,0.6,0.31,2,1,258.27,2.26,181.03,0.0,1,1,1
2017-06-15 14:40:29,0.0,765.92,1,2,1,164.16,7.75,344.41,2.38,2,1,1,2,1,2,1,17.39,2.05,937.98,1,2,1,1,2,1,0,139.4,1.66,870.03,2,1,1,1,2,7.02,185.64,268.72,39.95,1.67,1.36,0.6,0.31,2,1,258.56,2.31,181.04,0.0,1,1,1
2017-06-15 14:41:07,0.0,749.37,1,2,1,164.12,7.66,350.57,2.39,2,1,1,2,1,2,1,17.41,2.05,939.86,1,2,1,1,2,1,0,138.48,1.66,873.15,2,1,1,1,2,7.02,184.75,270.96,40.34,1.67,1.34,0.6,0.31,2,1,258.75,2.24,181.28,0.0,1,1,1
2017-06-15 14:41:45,0.0,727.48,1,2,1,164.12,7.58,355.79,2.39,2,1,1,2,1,2,1,17.48,2.06,942.39,1,2,1,1,2,1,0,138.73,1.66,877.07,2,1,1,1,2,7.03,184.85,269.58,40.41,1.67,1.35,0.6,0.31,2,1,259.09,2.32,181.6,0.0,1,1,1
2017-06-15 14:42:23,0.0,713.66,1,2,1,164.09,7.5,360.04,2.39,2,1,1,2,1,2,1,17.39,2.06,944.51,1,2,1,1,2,1,0,138.61,1.66,878.69,2,1,1,1,2,7.03,184.72,269.74,40.91,1.67,1.36,0.6,0.31,2,1,259.08,2.26,181.52,0.0,1,1,1
2017-06-15 14:43:01,0.0,696.01,1,2,1,164.09,7.44,364.83,2.38,2,1,1,2,1,2,1,17.38,2.06,946.92,1,2,1,1,2,1,0,138.43,1.66,881.71,2,1,1,1,2,7.03,184.39,269.26,41.14,1.67,1.38,0.61,0.31,2,1,258.98,2.29,181.6,0.0,1,1,1
2017-06-15 14:43:39,0.0,675.96,1,2,1,164.09,7.38,368.06,2.38,2,1,1,2,1,2,1,17.48,2.06,949.8,1,2,1,1,2,1,0,138.73,1.66,884.63,2,1,1,1,2,7.03,184.39,269.07,41.26,1.67,1.34,0.61,0.31,2,1,258.99,2.29,181.67,0.0,1,1,1
2017-06-15 14:44:17,0.0,661.32,1,2,1,164.09,7.32,372.67,2.38,2,1,1,2,1,2,1,17.55,2.06,952.68,1,2,1,1,2,1,0,138.48,1.66,886.97,2,1,1,1,2,7.03,184.26,269.58,41.41,1.67,1.36,0.61,0.31,2,1,259.24,2.24,181.72,0.0,1,1,1
2017-06-15 14:44:55,0.0,641.15,1,2,1,164.09,7.28,376.13,2.38,2,1,1,2,1,2,1,17.44,2.06,955.68,1,2,1,1,2,1,0,138.63,1.66,890.14,2,1,1,1,2,7.03,184.52,269.65,41.64,1.67,1.36,0.61,0.31,2,1,259.3,2.26,181.81,0.0,1,1,1
2017-06-15 14:45:33,0.0,625.21,1,2,1,164.09,7.22,378.7,2.38,2,1,1,2,1,2,1,17.49,2.06,958.93,1,2,1,1,2,1,0,138.22,1.66,893.12,2,1,1,1,2,7.03,183.9,269.77,41.86,1.67,1.35,0.61,0.31,2,1,259.11,2.26,181.8,0.0,1,1,1
2017-06-15 14:46:11,0.0,607.35,1,2,1,164.09,7.18,381.79,2.38,2,1,1,2,1,2,1,17.5,2.06,960.81,1,2,1,1,2,1,0,138.66,1.66,894.55,2,1,1,1,2,7.03,184.52,270.03,41.99,1.67,1.35,0.61,0.31,2,1,259.16,2.26,181.89,0.0,1,1,1
2017-06-15 14:46:49,0.0,590.72,1,2,1,164.09,7.15,383.98,2.38,2,1,1,2,1,2,1,17.46,2.06,963.33,1,2,1,1,2,1,0,138.66,1.66,899.46,2,1,1,1,2,7.04,184.85,270.19,42.1,1.67,1.37,0.61,0.31,2,1,259.23,2.32,181.76,0.0,1,1,1
2017-06-15 14:47:27,0.0,572.26,1,2,1,164.09,7.11,386.88,2.38,2,1,1,2,1,2,1,17.38,2.05,964.46,1,2,1,1,2,1,0,138.63,1.66,900.88,2,1,1,1,2,7.03,184.72,270.19,42.22,1.67,1.38,0.61,0.32,2,1,259.45,2.26,181.8,0.0,1,1,1
2017-06-15 14:48:05,0.0,555.25,1,2,1,164.09,7.08,388.93,2.38,2,1,1,2,1,2,1,17.5,2.06,967.74,1,2,1,1,2,1,0,138.76,1.66,903.48,2,1,1,1,2,7.03,184.88,270.35,42.1,1.67,1.34,0.61,0.32,2,1,259.31,2.26,181.84,0.0,1,1,1
2017-06-15 14:48:43,0.0,536.23,1,2,1,164.09,7.04,390.62,2.38,2,1,1,2,1,2,1,17.59,2.06,970.74,1,2,1,1,2,1,0,138.31,1.66,906.69,2,1,1,1,2,7.04,184.62,270.32,42.14,1.67,1.38,0.61,0.31,2,1,259.21,2.31,181.91,0.0,1,1,1
2017-06-15 14:49:21,0.0,517.86,1,2,1,164.09,7.02,393.03,2.38,2,1,1,2,1,2,1,17.48,2.06,970.74,1,2,1,1,2,1,0,139.02,1.66,909.0,2,1,1,1,2,7.04,184.77,270.32,42.22,1.67,1.36,0.61,0.31,2,1,259.24,2.31,182.04,0.0,1,1,1
2017-06-15 14:49:58,0.0,502.84,1,2,1,164.09,6.99,394.26,2.38,2,1,1,2,1,2,1,17.41,2.06,974.54,1,2,1,1,2,1,0,138.63,1.66,912.64,2,1,1,1,2,7.04,184.75,270.32,42.68,1.67,1.36,0.61,0.32,2,1,259.29,2.24,181.99,0.0,1,1,1
2017-06-15 14:50:36,4.27,501.96,2,2,1,164.09,6.96,396.44,2.37,2,1,1,2,1,2,1,17.48,2.06,977.94,1,2,1,1,2,1,0,138.94,1.66,914.64,2,1,1,1,2,7.03,184.85,270.32,42.22,1.67,1.34,0.6,0.31,2,1,259.28,2.29,181.88,0.0,1,1,1
2017-06-15 14:51:14,4.51,514.48,2,2,1,164.48,6.94,397.11,2.38,2,1,1,1,1,2,1,17.58,2.06,979.24,1,2,1,1,2,1,0,139.07,1.66,918.46,2,1,1,1,2,7.04,184.98,270.16,42.29,1.67,1.35,0.61,0.31,2,1,259.21,2.24,182.0,0.0,1,1,1
2017-06-15 14:51:52,4.53,530.37,2,2,1,164.73,7.56,359.96,2.38,2,1,1,2,1,2,1,17.51,2.06,982.16,1,2,1,1,2,1,0,138.76,1.66,920.49,2,1,1,1,2,7.03,184.77,270.16,42.49,1.67,1.37,0.61,0.31,2,1,259.46,2.31,182.0,0.0,1,1,1
2017-06-15 14:52:30,4.51,547.52,2,2,1,164.89,7.35,373.34,2.38,2,1,1,2,1,2,1,17.54,2.06,983.68,1,2,1,1,2,1,0,139.04,1.66,924.16,2,1,1,1,2,7.04,184.93,270.16,42.47,1.67,1.36,0.6,0.31,2,1,259.37,2.29,182.07,0.0,1,1,1
2017-06-15 14:53:08,4.5,561.12,2,2,1,165.05,7.11,387.33,2.39,2,1,1,2,1,2,1,17.5,2.06,986.69,1,2,1,1,2,1,0,138.66,1.66,926.92,2,1,1,1,2,7.03,184.54,269.9,42.45,1.67,1.35,0.61,0.31,2,1,259.4,2.23,181.91,0.0,1,1,1
2017-06-15 14:53:46,4.5,581.55,2,2,1,165.63,7.0,394.27,2.38,2,1,1,2,1,2,1,17.5,2.05,990.5,1,2,1,1,2,1,0,139.14,1.66,928.98,2,1,1,1,2,7.04,185.23,269.74,42.8,1.67,1.36,0.61,0.31,2,1,259.2,2.18,181.88,0.0,1,1,1
2017-06-15 14:54:24,4.51,593.26,2,2,1,165.57,7.15,380.4,2.38,2,1,1,2,1,2,1,17.59,2.06,990.49,1,2,1,1,2,1,0,139.3,1.66,931.03,2,1,1,1,2,7.04,185.11,269.58,42.72,1.67,1.35,0.6,0.31,2,1,259.69,2.26,182.0,0.0,1,1,1
2017-06-15 14:55:02,4.51,609.16,2,2,1,165.63,8.02,333.76,2.39,2,1,1,2,1,2,1,17.52,2.06,994.94,1,2,1,1,2,1,0,139.27,1.66,932.74,2,1,1,1,2,7.04,184.98,269.19,42.64,1.67,1.36,0.61,0.31,2,1,259.15,2.26,182.0,0.0,1,1,1
2017-06-15 14:55:40,4.49,622.42,2,2,1,165.63,8.42,313.08,2.38,2,1,1,2,1,2,1,17.59,2.06,997.66,1,2,1,1,2,1,0,139.43,1.66,937.8,2,1,1,1,2,7.04,185.26,268.97,42.6,1.67,1.38,0.61,0.32,2,1,259.24,2.26,181.92,0.0,1,1,1
2017-06-15 14:56:18,4.5,643.48,2,1,1,165.63,8.5,306.13,0.1,1,1,1,1,1,1,1,17.62,2.06,999.7,1,2,1,1,2,1,0,139.17,1.66,938.39,2,1,1,1,2,7.04,185.13,268.78,42.6,1.67,1.37,0.61,0.31,2,1,259.32,2.31,182.07,0.0,1,1,1
2017-06-15 14:56:56,4.51,671.08,2,1,1,165.79,8.57,306.2,0.0,1,1,1,1,1,1,1,17.55,2.06,987.17,1,2,1,1,2,1,0,139.37,1.66,941.41,2,1,1,1,2,7.04,185.41,268.49,42.64,1.67,1.37,0.61,0.31,2,1,259.59,2.23,182.05,0.0,1,1,1
2017-06-15 14:57:34,4.52,705.27,2,1,1,165.95,8.53,306.97,0.0,1,1,1,1,1,1,1,17.61,2.06,970.74,1,2,1,1,2,1,0,138.86,1.66,945.83,2,1,1,1,2,7.03,184.67,268.17,42.53,1.67,1.36,0.61,0.31,2,1,259.44,2.23,181.92,0.0,1,1,1
2017-06-15 14:58:12,4.52,738.9,2,1,1,165.89,8.54,308.15,0.0,1,1,1,1,1,1,1,17.6,2.05,956.48,1,2,1,1,2,1,0,139.32,1.67,948.94,2,1,1,1,2,7.04,185.39,267.94,42.84,1.68,1.37,0.6,0.31,2,1,259.24,2.29,182.08,0.0,1,1,1
2017-06-15 14:58:50,4.51,768.5,2,1,1,165.89,8.52,308.65,0.0,1,1,1,1,1,1,1,17.53,2.05,941.35,1,2,1,1,2,1,0,139.53,1.66,949.79,2,1,1,1,2,7.04,185.62,267.46,42.66,1.67,1.37,0.61,0.31,2,1,259.24,2.29,181.91,0.0,1,1,1
2017-06-15 14:59:28,4.5,802.42,0,1,1,165.89,8.52,310.07,0.0,1,1,1,1,1,1,1,17.53,2.06,925.82,1,2,1,1,2,1,0,139.43,1.66,954.36,2,1,1,1,2,7.03,185.36,267.14,42.68,1.67,1.34,0.6,0.31,2,1,259.15,2.31,181.96,0.0,1,1,1
2017-06-15 15:00:06,0.0,818.99,1,1,1,165.85,8.53,310.82,0.0,1,1,1,1,1,1,1,17.59,2.05,909.71,1,2,1,1,2,1,0,139.71,1.66,956.59,2,1,1,1,2,7.03,185.67,266.82,42.45,1.67,1.38,0.61,0.31,2,1,259.07,2.31,181.94,0.0,1,1,1
2017-06-15 15:00:44,0.0,819.15,1,1,1,165.81,8.52,311.28,0.0,1,1,1,1,1,1,1,17.54,2.05,895.72,1,2,1,1,2,1,0,139.3,1.66,960.21,2,1,1,1,2,7.04,185.49,266.53,42.26,1.67,1.34,0.6,0.31,2,1,259.12,2.24,181.68,0.0,1,1,1
2017-06-15 15:01:22,0.0,820.76,1,1,1,165.79,8.52,312.13,0.0,1,1,1,1,1,1,1,17.57,2.06,878.9,1,2,1,1,2,1,0,139.68,1.67,960.92,2,1,1,1,2,7.04,185.7,266.37,42.34,1.67,1.36,0.61,0.31,2,1,258.89,2.21,181.73,0.0,1,1,1
2017-06-15 15:02:00,0.0,820.84,1,1,1,165.79,8.53,312.39,0.0,1,1,1,1,1,1,1,17.56,2.05,862.88,1,2,1,1,2,1,0,139.25,1.66,963.13,2,1,1,1,2,7.03,185.11,266.18,42.34,1.67,1.35,0.61,0.31,2,1,259.08,2.29,181.8,0.0,1,1,1
2017-06-15 15:02:38,0.0,819.63,1,1,1,165.79,8.52,312.82,0.0,1,1,1,1,1,1,1,17.54,2.05,846.82,1,2,1,1,2,1,0,139.66,1.66,964.95,2,1,1,1,2,7.03,185.75,265.93,42.34,1.68,1.36,0.6,0.31,2,1,258.92,2.32,181.67,0.0,1,1,1
2017-06-15 15:03:16,0.0,819.24,1,1,1,165.76,8.53,312.75,0.0,1,1,1,1,1,1,1,17.49,2.05,831.31,1,2,1,1,2,1,0,139.78,1.66,970.33,2,1,1,1,2,7.04,185.95,265.51,42.32,1.67,1.4,0.61,0.31,2,1,258.88,2.26,181.67,0.0,1,1,1
2017-06-15 15:03:54,0.0,819.23,1,1,1,165.76,8.53,313.15,0.0,1,1,1,1,1,1,1,17.56,2.05,815.74,1,2,1,1,2,1,0,139.55,1.66,972.92,2,1,1,1,2,7.03,185.49,265.22,42.45,1.67,1.4,0.61,0.31,2,1,259.15,2.26,181.76,0.0,1,1,1
2017-06-15 15:04:32,0.0,819.66,1,1,1,165.69,8.54,313.38,0.0,1,1,1,1,1,1,1,17.57,2.06,801.76,1,2,1,1,2,1,0,139.81,1.66,974.63,2,1,1,1,2,7.03,185.67,264.93,42.34,1.67,1.37,0.61,0.31,2,1,258.89,2.26,181.68,0.0,1,1,1
2017-06-15 15:05:10,0.0,814.09,1,2,1,166.56,6.63,404.15,2.4,2,1,1,1,1,2,1,17.53,2.05,790.1,1,2,1,1,2,1,0,139.4,1.66,976.32,2,1,1,1,2,7.03,185.36,264.87,42.1,1.67,1.4,0.6,0.31,2,1,258.91,2.26,181.63,0.0,1,1,1
2017-06-15 15:05:47,0.0,793.58,1,2,1,166.05,8.5,311.46,2.39,2,1,1,2,1,2,1,17.53,2.05,792.95,1,2,1,1,2,1,0,139.89,1.67,980.44,2,1,1,1,2,7.03,185.8,264.74,42.26,1.67,1.34,0.61,0.31,2,1,258.91,2.29,181.49,0.0,1,1,1
2017-06-15 15:06:25,0.0,777.3,1,2,1,165.92,8.68,298.27,2.39,2,1,1,2,1,2,1,17.45,2.05,796.55,1,2,1,1,2,1,0,139.97,1.66,983.05,2,1,1,1,2,7.03,185.57,264.45,42.1,1.68,1.37,0.6,0.31,2,1,258.99,2.29,181.64,0.0,1,1,1
2017-06-15 15:07:03,0.0,758.52,1,2,1,165.92,8.72,294.47,2.39,2,1,1,2,1,2,1,17.56,2.05,798.71,1,2,1,1,2,1,0,140.02,1.67,986.91,2,1,1,1,2,7.04,185.67,264.18,42.1,1.68,1.36,0.6,0.31,2,1,258.92,2.29,181.6,0.0,1,1,1
2017-06-15 15:07:41,0.0,738.86,1,2,1,165.85,8.73,292.69,2.39,2,1,1,2,1,2,1,17.54,2.05,802.36,1,2,1,1,1,1,0,139.94,1.67,988.66,2,1,1,1,2,7.03,185.82,264.0,41.91,1.68,1.37,0.6,0.31,2,1,258.88,2.29,181.51,0.0,1,1,1
2017-06-15 15:08:19,0.0,720.4,1,2,1,165.85,8.72,291.28,2.38,2,1,1,2,1,2,1,0.03,0.0,811.97,2,1,2,1,1,1,0,139.81,1.66,984.5,2,1,1,1,2,7.03,185.77,263.36,42.1,1.68,1.37,0.61,0.31,2,1,258.96,2.29,181.28,1.73,1,2,1
2017-06-15 15:08:57,0.0,704.78,1,2,1,165.85,8.71,290.93,2.38,2,1,1,2,1,2,1,3.59,0.36,832.33,1,1,2,2,1,1,0,139.91,1.66,972.11,2,1,1,1,2,7.04,185.7,263.36,42.1,1.68,1.38,0.6,0.31,2,1,258.84,2.26,181.51,0.0,1,1,1
2017-06-15 15:09:35,0.0,686.99,1,2,1,165.85,8.7,290.9,2.38,2,1,1,2,1,2,1,3.76,0.36,845.66,1,1,2,2,2,1,0,139.43,1.67,962.17,2,1,1,1,2,7.04,185.41,263.01,41.95,1.68,1.36,0.6,0.31,2,1,258.66,2.32,181.25,0.0,1,1,1
2017-06-15 15:10:13,0.0,669.92,1,2,1,165.76,8.66,292.28,2.38,2,1,1,2,1,2,1,10.71,2.07,853.51,1,0,1,2,2,1,0,139.89,1.66,949.68,2,1,1,1,2,7.04,185.93,262.98,41.91,1.67,1.37,0.6,0.31,2,1,258.71,2.24,181.28,0.0,1,1,1
2017-06-15 15:10:51,0.0,651.41,1,2,1,165.85,8.63,293.51,2.38,2,1,1,2,1,2,1,17.4,2.06,854.98,1,2,1,1,2,1,0,140.07,1.66,942.86,2,1,1,1,2,7.04,186.0,263.04,41.84,1.67,1.37,0.6,0.31,2,1,258.43,2.31,181.17,0.0,1,1,1
2017-06-15 15:11:29,0.0,635.31,1,2,1,165.85,8.58,295.6,2.38,2,1,1,2,1,2,1,17.34,2.05,858.75,1,2,1,1,2,1,0,139.96,1.66,945.84,2,1,1,1,2,7.04,185.7,263.04,41.91,1.68,1.36,0.6,0.32,2,1,258.75,2.26,181.28,0.0,1,1,1
2017-06-15 15:12:07,0.0,614.2,1,2,1,165.85,8.55,298.49,2.38,2,1,1,2,1,2,1,17.41,2.05,860.96,1,2,1,1,2,1,0,140.3,1.67,948.76,2,1,1,1,2,7.03,186.0,265.64,41.95,1.68,1.39,0.6,0.31,2,1,258.73,2.31,181.44,0.0,1,1,1
2017-06-15 15:12:45,0.0,598.98,1,2,1,165.85,8.47,301.9,2.38,2,1,1,2,1,2,1,17.4,2.05,860.36,1,2,1,1,2,1,0,139.3,1.67,950.59,2,1,1,1,2,7.03,185.79,278.17,41.84,1.68,1.35,0.6,0.31,2,1,258.72,2.29,181.41,0.0,1,1,1
2017-06-15 15:13:23,0.0,581.8,1,2,1,165.76,8.39,306.14,2.38,2,1,1,2,1,2,1,17.45,2.05,864.89,1,2,1,1,2,1,0,139.3,1.66,952.69,2,1,1,1,2,7.03,185.4,275.92,41.95,1.67,1.37,0.6,0.31,2,1,258.83,2.31,181.44,0.0,1,1,1
2017-06-15 15:14:01,0.0,562.23,1,2,1,165.85,8.28,311.05,2.38,2,1,1,2,1,2,1,17.43,2.05,867.53,1,2,1,1,2,1,0,138.83,1.66,956.64,2,1,1,1,2,7.04,184.86,272.58,42.34,1.67,1.36,0.6,0.31,2,1,258.76,2.32,181.56,0.0,1,1,1
2017-06-15 15:14:39,0.0,545.66,1,2,1,165.85,8.18,317.23,2.38,2,1,1,2,1,2,1,17.44,2.05,867.02,1,2,1,1,2,1,0,139.02,1.66,960.86,2,1,1,1,2,7.04,184.86,270.56,42.45,1.67,1.38,0.61,0.31,2,1,258.91,2.29,181.65,0.0,1,1,1
2017-06-15 15:15:17,0.0,528.34,1,2,1,165.85,8.06,323.58,2.37,2,1,1,2,1,2,1,17.5,2.06,873.99,1,2,1,1,2,1,0,139.14,1.67,961.49,2,1,1,1,2,7.04,184.98,268.87,42.53,1.68,1.39,0.61,0.31,2,1,258.89,2.29,181.68,0.0,1,1,1
2017-06-15 15:15:55,0.0,509.48,1,2,1,165.85,7.91,332.18,2.37,2,1,1,2,1,2,1,17.44,2.05,875.54,1,2,1,1,2,1,0,139.02,1.66,965.57,2,1,1,1,2,7.05,184.49,267.98,42.8,1.67,1.38,0.6,0.31,2,1,259.13,2.29,181.43,0.0,1,1,1
2017-06-15 15:16:33,3.71,494.72,2,2,1,165.85,7.79,339.69,2.37,2,1,1,2,1,2,1,17.44,2.05,878.5,1,2,1,1,2,1,0,139.02,1.66,967.42,2,1,1,1,2,7.05,184.75,267.34,42.68,1.67,1.37,0.6,0.31,2,1,258.84,2.26,181.6,0.0,1,1,1
2017-06-15 15:17:11,4.51,509.55,2,2,1,165.76,7.71,344.61,2.37,2,1,1,2,1,2,1,17.4,2.06,880.14,1,2,1,1,2,1,0,138.55,1.66,971.75,2,1,1,1,2,7.05,184.39,266.53,42.3,1.67,1.38,0.6,0.31,2,1,258.76,2.26,181.6,0.0,1,1,1
2017-06-15 15:17:49,4.5,522.14,2,2,1,165.76,7.61,350.89,2.37,2,1,1,2,1,2,1,17.4,2.05,882.63,1,2,1,1,2,1,0,138.91,1.67,974.09,2,1,1,1,2,7.05,184.8,265.57,42.22,1.68,1.38,0.6,0.31,2,1,258.91,2.26,181.67,0.0,1,1,1
2017-06-15 15:18:27,4.52,539.88,2,2,1,165.76,7.53,355.25,2.37,2,1,1,2,1,2,1,17.4,2.05,885.19,1,2,1,1,2,1,0,138.91,1.66,976.48,2,1,1,1,2,7.05,184.52,265.06,42.53,1.67,1.38,0.6,0.31,2,1,258.83,2.32,181.44,0.0,1,1,1
2017-06-15 15:19:05,4.52,554.61,2,2,1,165.76,7.46,360.31,2.38,2,1,1,2,1,2,1,17.39,2.05,888.96,1,2,1,1,2,1,0,138.76,1.67,979.31,2,1,1,1,2,7.05,184.5,264.13,42.64,1.68,1.36,0.6,0.31,2,1,258.89,2.26,181.6,0.0,1,1,1
2017-06-15 15:19:43,4.52,572.65,2,2,1,165.73,7.42,364.52,2.38,2,1,1,2,1,2,1,17.51,2.05,889.92,1,2,1,1,2,1,0,138.89,1.66,981.23,2,1,1,1,2,7.05,184.75,263.49,41.91,1.68,1.39,0.61,0.31,2,1,258.82,2.29,181.57,0.0,1,1,1
